igemid,unid,start,length
BBa_K177016,P04637,1,1179
BBa_K177022,P04637,93,1179
BBa_K177022,Q9WUR6,93,1179
BBa_K177023,Q724L1,1,1587
BBa_K177024,P42212,230,714
BBa_K177025,P42212,370,714
BBa_K177026,Q724L1,1,1587
BBa_K177027,Q07812,1,576
BBa_K177029,Q724L1,228,1587
BBa_K177029,P13128,228,1587
BBa_K177029,P0DJM0,1859,2400
BBa_K177029,G2K3G6,1859,2400
BBa_K177030,P42212,538,714
BBa_K177031,P0DM80,2081,1461
BBa_K177031,P0DM78,1467,612
BBa_K177032,G2K3G6,13,2400
BBa_K177033,P03023,86,1080
BBa_K177033,Q9U6Y8,1313,663
BBa_K177034,P03034,228,711
BBa_K177034,P42212,971,714
BBa_K177035,P03034,20,711
BBa_K177035,P03034,23,708
BBa_K177036,P42212,23,714
BBa_K177037,P03034,20,711
BBa_K177037,P42212,825,714
BBa_K177037,P03034,23,708
BBa_K177038,P03023,1921,1080
BBa_K177038,Q9U6Y8,3091,663
BBa_K177038,P42212,971,714
BBa_K177038,P03034,228,711
BBa_K177039,P0DM78,1,672
BBa_K177040,P0DM80,1,1461
BBa_K177041,P04637,20,1179
BBa_K177042,P42212,23,714
BBa_K177043,P04483,20,621
BBa_K177043,P04483,23,615
BBa_K177044,P03034,20,711
BBa_K177044,P04483,822,621
BBa_K177044,P03034,23,708
BBa_K177044,P04483,825,615
BBa_K177045,P04637,94,1179
BBa_K177046,P04483,177,621
BBa_K177046,P04483,180,615
BBa_K177048,P42212,48,714
BBa_K177049,P42212,48,714
BBa_K177050,P03034,1,711
BBa_K1773006,P03034,229,711
BBa_K1773006,P03034,232,708
BBa_K1773007,P42212,76,714
BBa_K1773025,P12747,95,579
BBa_K1773026,P03034,229,711
BBa_K1773026,P12747,1243,579
BBa_K1773026,P03034,232,708
BBa_K1774000,Q99ZW2,2274,4104
BBa_K1774000,Q3YU01,6587,324
BBa_K1774000,P03034,1282,708
BBa_K1774003,Q3YU01,19,324
BBa_K1779200,P36649,1171,1548
BBa_K1779200,Q9U6Y8,451,663
BBa_K1779201,Q9U6Y8,463,651
BBa_K1779201,Q9U6Y8,451,663
BBa_K1779202,P36649,490,1548
BBa_K1779204,P36649,740,1548
BBa_K1779204,Q9U6Y8,1,663
BBa_K1780000,P42212,1,714
BBa_K1780001,P21685,3850,1476
BBa_K1780001,P21687,5350,1146
BBa_K1780001,P42212,1,714
BBa_K1780001,P21683,2893,927
BBa_K1780004,P0A9E0,1,876
BBa_K1780005,P0A9E0,1,876
BBa_K1780006,P03023,10,1080
BBa_K1780007,P42212,130,714
BBa_K1780012,P0DMC9,1,621
BBa_K1780013,P42212,941,714
BBa_K1780014,P0DMC9,115,621
BBa_K1780014,Q9U6Y8,745,663
BBa_K1780016,P12747,82,579
BBa_K1780017,P12746,81,750
BBa_K1780017,P62554,1121,303
BBa_K1780017,P62552,1428,159
BBa_K1780018,P12746,950,750
BBa_K1780018,P62554,1990,303
BBa_K1780018,P62552,2297,159
BBa_K1780018,P12747,82,579
BBa_K1783000,P13087,250,573
BBa_K1783000,P13087,247,573
BBa_K1783001,P13971,39,222
BBa_K1783001,P23587,246,210
BBa_K1783001,P13971,39,219
BBa_K1783001,P13971,129,132
BBa_K1783002,Q9U6Y8,65,663
BBa_K1783002,Q9U6Y8,71,657
BBa_K1783003,P13971,39,222
BBa_K1783003,P23587,246,210
BBa_K1783003,Q9U6Y8,645,663
BBa_K1783003,P13971,39,219
BBa_K1783003,Q9U6Y8,651,657
BBa_K1783003,P13971,129,132
BBa_K1787001,P69780,77,234
BBa_K1787001,P69780,311,234
BBa_K1789001,P52831,1,1329
BBa_K1789003,P42212,1,471
BBa_K1789004,P42212,1,243
BBa_K1789008,B2SU53,1503,579
BBa_K1789008,B2SU53,106,1422
BBa_K1789008,B2SU53,1503,369
BBa_K1789008,B2SU53,508,996
BBa_K1789008,B2SU53,508,1038
BBa_K1789008,B2SU53,1503,366
BBa_K1789008,P14727,1503,579
BBa_K1789009,B2SU53,106,1911
BBa_K1789009,B2SU53,514,1359
BBa_K1789009,Q56830,106,1977
BBa_K1789009,Q56830,514,1359
BBa_K1789010,B2SU53,106,1911
BBa_K1789010,Q56830,106,1977
BBa_K1789011,P52831,1,1329
BBa_K1789015,P42212,4919,246
BBa_K1789015,B2SU53,1732,579
BBa_K1789015,B2SU53,335,1422
BBa_K1789015,B2SU53,1732,369
BBa_K1789015,B2SU53,737,996
BBa_K1789015,P42212,2323,471
BBa_K1789015,B2SU53,2931,1911
BBa_K1789015,P42212,4922,243
BBa_K1789015,Q56830,2931,1977
BBa_K1789015,B2SU53,737,1038
BBa_K1789015,B2SU53,1732,366
BBa_K1789015,P14727,1732,579
BBa_K1789016,P42212,4919,246
BBa_K1789016,P42212,2323,471
BBa_K1789016,B2SU53,2931,1911
BBa_K1789016,B2SU53,3339,1359
BBa_K1789016,P42212,4922,243
BBa_K1789016,B2SU53,1732,579
BBa_K1789016,B2SU53,335,1422
BBa_K1789016,B2SU53,1732,369
BBa_K1789016,B2SU53,737,996
BBa_K1789016,Q56830,2931,1977
BBa_K1789016,Q56830,3339,1359
BBa_K1789016,B2SU53,737,1038
BBa_K1789016,B2SU53,1732,366
BBa_K1789016,P14727,1732,579
BBa_K1789017,P42212,230,714
BBa_K1789018,P42212,4919,246
BBa_K1789018,B2SU53,1732,579
BBa_K1789018,B2SU53,335,1422
BBa_K1789018,B2SU53,1732,369
BBa_K1789018,B2SU53,737,996
BBa_K1789018,P42212,2323,471
BBa_K1789018,B2SU53,2931,1911
BBa_K1789018,P42212,4922,243
BBa_K1789018,Q56830,2931,1977
BBa_K1789018,B2SU53,737,1038
BBa_K1789018,B2SU53,1732,366
BBa_K1789018,P14727,1732,579
BBa_K1789019,P42212,4919,246
BBa_K1789019,P42212,2323,471
BBa_K1789019,B2SU53,2931,1911
BBa_K1789019,P42212,4922,243
BBa_K1789019,B2SU53,1732,579
BBa_K1789019,B2SU53,335,1422
BBa_K1789019,B2SU53,1732,369
BBa_K1789019,B2SU53,737,996
BBa_K1789019,Q56830,2931,1977
BBa_K1789019,B2SU53,737,1038
BBa_K1789019,B2SU53,1732,366
BBa_K1789019,P14727,1732,579
BBa_K1789020,P42212,4919,246
BBa_K1789020,P42212,4922,243
BBa_K1789020,B2SU53,1732,579
BBa_K1789020,B2SU53,335,1422
BBa_K1789020,B2SU53,1732,369
BBa_K1789020,B2SU53,737,996
BBa_K1789020,P42212,2323,471
BBa_K1789020,B2SU53,2931,1911
BBa_K1789020,Q56830,2931,1977
BBa_K1789020,B2SU53,737,1038
BBa_K1789020,B2SU53,1732,366
BBa_K1789020,P14727,1732,579
BBa_K1789021,P52831,6084,1329
BBa_K1789021,P14727,4095,2100
BBa_K1789021,B2SU53,1732,579
BBa_K1789021,B2SU53,335,1422
BBa_K1789021,B2SU53,1732,369
BBa_K1789021,B2SU53,737,996
BBa_K1789021,B2SU53,4095,1911
BBa_K1789021,B2SU53,4503,1359
BBa_K1789021,Q56830,4095,1977
BBa_K1789021,B2SU53,737,1038
BBa_K1789021,B2SU53,1732,366
BBa_K1789021,Q56830,4503,1359
BBa_K1789021,P14727,1732,579
BBa_K1789022,P52831,6084,1329
BBa_K1789022,P14727,4095,2100
BBa_K1789022,B2SU53,1732,579
BBa_K1789022,B2SU53,335,1422
BBa_K1789022,B2SU53,1732,369
BBa_K1789022,B2SU53,737,996
BBa_K1789022,B2SU53,4095,1911
BBa_K1789022,B2SU53,4503,1359
BBa_K1789022,Q56830,4095,1977
BBa_K1789022,B2SU53,737,1038
BBa_K1789022,B2SU53,1732,366
BBa_K1789022,Q56830,4503,1359
BBa_K1789022,P14727,1732,579
BBa_K1789023,P52831,6084,1329
BBa_K1789023,P14727,4095,2100
BBa_K1789023,B2SU53,4503,1359
BBa_K1789023,B2SU53,4095,1911
BBa_K1789023,B2SU53,1732,369
BBa_K1789023,B2SU53,737,996
BBa_K1789023,B2SU53,1732,579
BBa_K1789023,B2SU53,335,1422
BBa_K1789023,Q56830,4095,1977
BBa_K1789023,Q56830,4503,1359
BBa_K1789023,B2SU53,737,1038
BBa_K1789023,B2SU53,1732,366
BBa_K1789023,P14727,1732,579
BBa_K179002,P09424,1,1146
BBa_K179003,P01130,1,2580
BBa_K179004,P01130,556,2580
BBa_K1791001,P03612,50,387
BBa_K1791002,P03612,52,387
BBa_K1792000,Q05957,65,945
BBa_K1795001,Q99ZW2,242,4089
BBa_K1795014,P42212,84,714
BBa_K1795015,P42212,85,714
BBa_K1795016,P42212,85,714
BBa_K1795017,P42212,85,714
BBa_K1795018,P42212,160,714
BBa_K1795019,P42212,160,714
BBa_K1795020,P42212,79,714
BBa_K1795021,P0A9E0,4,876
BBa_K1795021,P42212,1240,714
BBa_K1795022,P42212,1363,714
BBa_K1795022,P42212,230,714
BBa_K1795023,P62580,1142,657
BBa_K1795023,P00551,2347,813
BBa_K1795024,P00551,227,813
BBa_K1796006,Q9AKT8,25,861
BBa_K1796008,P07328,46,1392
BBa_K1796009,Q57118,40,1509
BBa_K1796010,Q44144,79,1287
BBa_K1796015,Q9AKT8,133,861
BBa_K1796015,P07328,2585,1392
BBa_K1796015,Q44144,5661,1287
BBa_K1796015,Q57118,4060,1509
BBa_K1796016,P07328,154,1392
BBa_K1796016,Q57118,1629,1509
BBa_K1796102,P27989,23,2019
BBa_K1797000,P23221,1219,615
BBa_K1797000,Q9U6Y6,2104,684
BBa_K1797000,P23222,161,1026
BBa_K1797001,Q55891,3103,744
BBa_K1797001,P0AEJ5,1502,792
BBa_K1797001,Q55168,62,2196
BBa_K1797002,P62554,1530,303
BBa_K1797002,P03023,71,1080
BBa_K1797003,P23221,1952,615
BBa_K1797003,Q9U6Y6,2837,684
BBa_K1797003,P23222,894,1026
BBa_K1797003,Q9U6Y8,63,663
BBa_K1797004,P03034,277,711
BBa_K1797004,P23221,3167,615
BBa_K1797004,Q9U6Y6,4052,684
BBa_K1797004,P03034,280,708
BBa_K1797004,Q95P04,1272,663
BBa_K1797004,P23222,2109,1026
BBa_K1797006,Q99ZW2,1,4104
BBa_K1797008,Q55891,796,744
BBa_K1797009,Q55891,3103,744
BBa_K1797009,Q9U6Y8,4157,663
BBa_K1797009,P0AEJ5,1502,792
BBa_K1797009,Q55168,62,2196
BBa_K1797010,P00552,403,792
BBa_K1797011,Q3YYG4,1,1059
BBa_K1797012,P22308,745,948
BBa_K1797013,P03697,1,678
BBa_K1797014,P03698,423,750
BBa_K1797014,P03702,1,414
BBa_K1797015,Q99ZW2,1,4104
BBa_K1797016,P03870,4141,1248
BBa_K1797016,Q99ZW2,1,4104
BBa_K1797016,Q99ZW2,1,4095
BBa_K1799018,P12746,82,750
BBa_K1799019,P00722,889,3072
BBa_K1799019,P12746,82,750
BBa_K180000,P03023,1,1080
BBa_K1800000,P0DKR6,87,171
BBa_K1800000,P0DKR6,87,168
BBa_K180001,P42212,1,714
BBa_K180002,P03023,1,1080
BBa_K180002,P42212,1474,714
BBa_K180003,P03023,1,1080
BBa_K180003,P42212,1454,714
BBa_K180004,P12746,169,750
BBa_K180004,P03023,1078,1080
BBa_K180004,P42212,2248,714
BBa_K180004,P12746,169,744
BBa_K180005,P12746,62,750
BBa_K180006,P03023,91,1080
BBa_K180006,P42212,1261,714
BBa_K180007,P12747,1474,579
BBa_K180007,P03023,1,1080
BBa_K180008,Q9U6Y8,34,645
BBa_K180009,Q9U6Y8,34,645
BBa_K180010,P54292,144,723
BBa_K180010,P03023,936,1080
BBa_K180010,P33883,3143,603
BBa_K180010,Q9U6Y8,2442,645
BBa_K180011,P54292,62,723
BBa_K180012,P03023,1,1080
BBa_K180012,P33883,2208,603
BBa_K180012,Q9U6Y8,1507,645
BBa_K180013,P03023,89,1080
BBa_K180014,P12746,169,750
BBa_K180014,P54291,3207,603
BBa_K180014,P03023,988,1080
BBa_K180014,P42212,2461,714
BBa_K180015,P54291,2220,603
BBa_K180015,P03023,1,1080
BBa_K180015,P42212,1474,714
BBa_K180016,P03023,91,1080
BBa_K180017,P12747,3137,579
BBa_K180017,Q9U6Y8,2436,645
BBa_K180017,P03023,930,1080
BBa_K180017,P25084,144,717
BBa_K180018,P25084,62,717
BBa_K180019,P12747,2208,579
BBa_K180019,Q9U6Y8,1507,645
BBa_K180019,P03023,1,1080
BBa_K180020,P03023,193,1080
BBa_K1807000,A7ZWZ1,83,180
BBa_K1807001,P0AFL6,80,1539
BBa_K1807002,P0A7B1,80,2064
BBa_K1807002,P0A7B1,83,2061
BBa_K1807003,Q39HM0,155,1998
BBa_K1807004,Q39HM0,155,1998
BBa_K1807005,A4JDB7,155,2010
BBa_K1807006,Q9JW42,80,2031
BBa_K1807006,Q9JW42,83,2028
BBa_K1807007,Q3SJQ8,3056,741
BBa_K1807009,P0A7B1,1,2064
BBa_K1807010,Q39HM0,76,1998
BBa_K1807011,Q39HM0,76,1998
BBa_K1807012,A4JDB7,76,2010
BBa_K1807013,Q3SJQ8,2977,741
BBa_K1807015,A7ZWZ1,83,180
BBa_K1808000,C5H429,1,1161
BBa_K1808001,Q56YU0,43,1455
BBa_K1808002,W8JWV8,13,1122
BBa_K1808003,C5H429,1,1161
BBa_K1808004,Q56YU0,43,1455
BBa_K1808005,W8JWV8,13,1122
BBa_K1808006,Q42342,1,399
BBa_K1808006,P40934,1,402
BBa_K1808007,Q1PS23,1,1485
BBa_K1808008,Q9AR04,1,1638
BBa_K1808009,Q05001,10,2103
BBa_K1808010,Q56YU0,105,1455
BBa_K1808011,Q56YU0,131,1455
BBa_K1808012,C5H429,62,1161
BBa_K1808012,Q56YU0,1295,1455
BBa_K1809006,P07457,1,261
BBa_K1809007,P07457,62,261
BBa_K1809008,P07457,133,261
BBa_K1809012,Q76CE6,82,648
BBa_K1809013,Q76CE6,143,648
BBa_K1809014,Q76CE6,214,648
BBa_K1809015,Q01758,7,432
BBa_K1809016,Q01758,68,432
BBa_K1809017,Q01758,139,432
BBa_K1809022,P19614,71,189
BBa_K1809024,A0ZT93,62,504
BBa_K1810000,P46541,62,861
BBa_K1810001,P08715,208,180
BBa_K1810001,P08715,229,159
BBa_K1810002,Q9U6Y8,266,645
BBa_K1811666,P02943,62,456
BBa_K1811666,P0CX81,518,183
BBa_K1811666,C5A130,695,888
BBa_K1811666,P31242,62,1521
BBa_K1811777,P0CX81,62,183
BBa_K1811888,P0CX81,62,183
BBa_K1813002,P03023,73,1080
BBa_K1813012,Q9V674,139,1521
BBa_K1813013,P10635,154,1425
BBa_K1813014,Q88FY2,88,1146
BBa_K1813015,Q88FY3,88,804
BBa_K1813016,Q88FY4,88,720
BBa_K1813017,Q88FY5,88,639
BBa_K1813018,Q27597,112,2013
BBa_K1813020,Q88FY2,1415,1146
BBa_K1813021,Q88FY3,1415,804
BBa_K1813021,P03023,168,1080
BBa_K1813022,Q88FY4,1415,720
BBa_K1813022,P03023,168,1080
BBa_K1813023,Q88FY5,1415,639
BBa_K1813023,P03023,168,1080
BBa_K1813024,P10635,1481,1425
BBa_K1813025,P03023,168,1080
BBa_K1813025,Q9V674,1466,1521
BBa_K1813026,P03023,168,1080
BBa_K1813027,P03023,168,1080
BBa_K1813028,P03023,168,1080
BBa_K1813028,Q27597,1439,2013
BBa_K1813030,Q88FY1,88,1050
BBa_K1813031,Q88FY1,1415,1050
BBa_K1813032,P10635,3722,1425
BBa_K1813032,Q27597,1439,2013
BBa_K1813033,P03023,168,1080
BBa_K1813033,Q9V674,3707,1521
BBa_K1813033,Q27597,1439,2013
BBa_K1813034,P03023,168,1080
BBa_K1813034,Q27597,1439,2013
BBa_K1813035,Q88FY2,3011,1146
BBa_K1813035,Q88FY1,4361,1050
BBa_K1813035,Q88FY4,7466,720
BBa_K1813036,Q88FY2,1415,1146
BBa_K1813036,Q88FY1,2765,1050
BBa_K1813036,Q88FY4,5870,720
BBa_K1813039,P03023,10,1080
BBa_K1813040,P03023,168,1080
BBa_K1813041,Q88FY2,3011,1146
BBa_K1813042,Q88FY2,1415,1146
BBa_K1813042,Q88FY1,2765,1050
BBa_K1813043,Q88FY1,88,1050
BBa_K1813043,Q88FY3,1342,804
BBa_K1813044,Q88FY4,931,720
BBa_K1813045,Q88FY2,3011,1146
BBa_K1813045,Q88FY1,4361,1050
BBa_K1813046,Q9V674,118,1521
BBa_K1813047,Q88FY2,3011,1146
BBa_K1813047,Q88FY1,4361,1050
BBa_K1813047,Q88FY3,5615,804
BBa_K1813048,Q88FY4,1939,720
BBa_K1813049,Q88FY2,1415,1146
BBa_K1813049,Q88FY1,2765,1050
BBa_K1813049,Q88FY3,4019,804
BBa_K1813050,Q9V674,205,1521
BBa_K1813053,Q27597,91,2013
BBa_K1813054,Q27597,178,2013
BBa_K1813055,P10635,133,1425
BBa_K1813056,P10635,220,1425
BBa_K1813057,P03023,168,1080
BBa_K1813057,Q9V674,1532,1521
BBa_K1813058,P03023,168,1080
BBa_K1813059,P03023,168,1080
BBa_K1813059,Q27597,1505,2013
BBa_K1813060,P10635,1547,1425
BBa_K1813061,Q9V674,2512,1521
BBa_K1813061,Q27597,178,2013
BBa_K1813062,Q27597,178,2013
BBa_K1813063,P10635,2527,1425
BBa_K1813063,Q27597,178,2013
BBa_K1813064,P03023,168,1080
BBa_K1813064,Q9V674,3839,1521
BBa_K1813064,Q27597,1505,2013
BBa_K1813065,P03023,168,1080
BBa_K1813065,Q27597,1505,2013
BBa_K1813066,P10635,3854,1425
BBa_K1813066,Q27597,1505,2013
BBa_K1813067,Q88FY2,3011,1146
BBa_K1813067,Q88FY1,4361,1050
BBa_K1813067,Q88FY4,7466,720
BBa_K1813067,Q9V674,10844,1521
BBa_K1813067,Q27597,8510,2013
BBa_K1813068,Q88FY2,3011,1146
BBa_K1813068,Q88FY1,4361,1050
BBa_K1813068,Q88FY4,7466,720
BBa_K1813068,Q27597,8510,2013
BBa_K1813069,Q88FY2,1415,1146
BBa_K1813069,Q88FY1,2765,1050
BBa_K1813069,Q88FY4,5870,720
BBa_K1813069,Q9V674,9248,1521
BBa_K1813069,Q27597,6914,2013
BBa_K1813070,Q88FY2,1415,1146
BBa_K1813070,Q88FY1,2765,1050
BBa_K1813070,Q88FY4,5870,720
BBa_K1813070,Q27597,6914,2013
BBa_K1813071,Q88FY2,1415,1146
BBa_K1813071,Q88FY1,2765,1050
BBa_K1813071,Q88FY4,5870,720
BBa_K1813071,P10635,9263,1425
BBa_K1813071,Q27597,6914,2013
BBa_K1813072,Q88FY2,3011,1146
BBa_K1813072,Q88FY1,4361,1050
BBa_K1813072,Q88FY4,7466,720
BBa_K1813072,P10635,10859,1425
BBa_K1813072,Q27597,8510,2013
BBa_K1813073,Q9V674,4108,1521
BBa_K1813073,Q27597,1774,2013
BBa_K1813074,Q27597,1774,2013
BBa_K1813075,P10635,4123,1425
BBa_K1813075,Q27597,1774,2013
BBa_K1819000,P42212,31,714
BBa_K1819001,Q3L8N0,8,1125
BBa_K1819002,Q83RW9,1,141
BBa_K1819004,P04483,747,621
BBa_K1819004,Q9U6Y8,1657,663
BBa_K1819004,P42212,1,714
BBa_K1819004,P04483,750,615
BBa_K1819005,P42212,74,714
BBa_K1819006,P42212,74,714
BBa_K1819007,P42212,74,714
BBa_K1819008,P04483,973,621
BBa_K1819008,Q9U6Y8,1883,663
BBa_K1819008,P42212,227,714
BBa_K1819008,P04483,976,615
BBa_K1820004,P42212,1,714
BBa_K1820004,P42212,4,711
BBa_K1820005,Q9U6Y8,34,645
BBa_K1820006,P42212,1,714
BBa_K1820006,P42212,4,711
BBa_K1820007,Q9U6Y8,34,645
BBa_K182001,P03023,19,1080
BBa_K1820011,P42212,19,714
BBa_K1820012,Q9U6Y8,52,645
BBa_K1820014,P42212,87,714
BBa_K1820015,P42212,86,714
BBa_K1820016,P42212,86,714
BBa_K1820017,Q9U6Y8,120,645
BBa_K1820018,Q9U6Y8,119,645
BBa_K1820019,Q9U6Y8,119,645
BBa_K182002,P04483,76,621
BBa_K182002,P04483,79,615
BBa_K1820020,P42212,272,714
BBa_K1820021,Q9U6Y8,305,645
BBa_K182003,P03023,787,1080
BBa_K182003,P04483,79,615
BBa_K182005,P04483,76,621
BBa_K182005,P04483,79,615
BBa_K182100,P03034,1,711
BBa_K182100,P42212,805,714
BBa_K182100,P03034,4,708
BBa_K182101,P42212,104,714
BBa_K182103,P03034,101,711
BBa_K182103,P42212,905,714
BBa_K182103,P03034,104,708
BBa_K182200,P12746,734,750
BBa_K182200,P12747,65,579
BBa_K1823001,P0AFH8,71,603
BBa_K1823001,P04433,1115,285
BBa_K1823001,P0AFH8,83,201
BBa_K1823001,P0AFH8,335,339
BBa_K1823001,A0A0J9YX35,719,297
BBa_K1823002,P0AFH8,9,603
BBa_K1823002,P04433,1032,285
BBa_K1823002,A0A0J9YX35,642,291
BBa_K1823002,P04433,1038,279
BBa_K1823002,P0AFH8,9,600
BBa_K1823003,P0AFH8,71,603
BBa_K1823003,P04433,1094,285
BBa_K1823003,P0AFH8,71,555
BBa_K1823003,A0A0J9YX35,704,291
BBa_K1823003,P04433,1094,273
BBa_K1823004,P27909,4,1251
BBa_K1823004,P27909,73,1182
BBa_K1823005,P27914,70,1179
BBa_K1823005,P07564,73,1176
BBa_K1823005,P07564,22,1227
BBa_K1824017,Q9GZ28,1,693
BBa_K1824018,Q9GZ28,1,693
BBa_K1824019,Q9GZ28,1,693
BBa_K1824102,P12747,1,579
BBa_K1824103,P12746,1,750
BBa_K1824104,P04483,1,621
BBa_K1824104,P04483,4,615
BBa_K1824105,Q9U6Y6,1,684
BBa_K1824106,Q9U6Y6,1,687
BBa_K1824107,Q9U6Y6,89,663
BBa_K1824107,Q9U6Y6,68,684
BBa_K1824108,Q9U6Y6,68,687
BBa_K1826000,P0A9E0,4,876
BBa_K1826003,P0A9E0,4,876
BBa_K1826004,P0A9E0,4,876
BBa_K1826005,Q9GZ28,103,696
BBa_K1830000,P62580,1435,657
BBa_K1830000,P03023,2372,1080
BBa_K1830000,P62580,1435,597
BBa_K1830003,Q06851,1,504
BBa_K1830003,Q01866,1,504
BBa_K1830004,Q06851,85,447
BBa_K1830009,P0C2S5,1,207
BBa_K1830013,P00331,1,1044
BBa_K1830014,P47771,1,1518
BBa_K1830016,Q06851,302,504
BBa_K1830016,Q06851,898,447
BBa_K1830016,P0A4D5,3074,735
BBa_K1830016,P14752,5130,1488
BBa_K1830016,Q01866,302,504
BBa_K1830017,Q06851,302,504
BBa_K1830017,Q06851,898,447
BBa_K1830017,P0A4D5,3074,735
BBa_K1830017,P14752,5130,1488
BBa_K1830017,Q01866,302,504
BBa_K1831000,P19614,207,189
BBa_K1831001,P19614,74,132
BBa_K1831001,P19614,202,60
BBa_K1831002,Q8NUR1,68,591
BBa_K1831002,Q8NUR1,68,597
BBa_K1831003,P19614,74,132
BBa_K1831003,P19614,202,60
BBa_K1833003,P42212,82,714
BBa_K1833003,P42212,85,711
BBa_K1833004,Q57J56,146,786
BBa_K1833004,P04386,857,120
BBa_K1833004,Q3YWW4,146,702
BBa_K1833005,P16117,33,285
BBa_K1833009,P16117,33,279
BBa_K1833010,P16117,33,285
BBa_K1833010,P16117,450,264
BBa_K1833010,P16117,435,279
BBa_K1833011,Q6NTY6,257,282
BBa_K1833011,P08154,257,282
BBa_K1833011,P18146,257,282
BBa_K1833012,A0A0C4DH72,554,267
BBa_K1833012,P01643,551,321
BBa_K1834000,P06519,62,1698
BBa_K1834845,P06519,62,1698
BBa_K1834846,P06519,62,1698
BBa_K1834846,Q95P04,2351,663
BBa_K1834847,P06519,62,1698
BBa_K1834847,Q95P04,2351,663
BBa_K1838005,Q9U6Y6,85,684
BBa_K1838006,Q9U6Y6,85,684
BBa_K1838007,Q9U6Y6,85,684
BBa_K1838008,Q9GZ28,64,693
BBa_K1839000,Q3M6C3,1,1230
BBa_K1841006,P10082,83,102
BBa_K1841008,P10082,164,102
BBa_K1841010,P08715,65,180
BBa_K1841010,P10082,305,102
BBa_K1841014,Q5IS62,62,1143
BBa_K1842000,Q56691,2206,720
BBa_K1842000,P19840,1129,981
BBa_K1842000,P19839,7,1077
BBa_K1842001,P41302,1525,918
BBa_K1842001,P19841,3805,1398
BBa_K1842001,P29334,2551,1119
BBa_K1842001,P19841,37,1398
BBa_K1842002,P41302,1525,918
BBa_K1842002,P41302,3769,918
BBa_K1842002,P19841,37,1398
BBa_K1842002,P29334,2551,1119
BBa_K1842003,P41302,1525,918
BBa_K1842003,P29334,3769,1119
BBa_K1842003,P19841,37,1398
BBa_K1842003,P29334,2551,1119
BBa_K1842004,P41302,1,918
BBa_K1842004,P19841,2281,1398
BBa_K1842004,P29334,1027,1119
BBa_K1843000,P42212,165,714
BBa_K1845000,Q9U6Y8,19,663
BBa_K1845002,P13087,1,660
BBa_K1846001,P03740,99,582
BBa_K1846003,P04483,67,621
BBa_K1846003,P04483,70,615
BBa_K1846005,P03034,102,711
BBa_K1846005,P03040,856,198
BBa_K1846007,P04483,67,621
BBa_K1846007,P03740,995,582
BBa_K1846007,P04483,70,615
BBa_K1847000,Q5R1W0,62,960
BBa_K1847000,Q5R1W0,65,957
BBa_K1847001,P0ACL8,1,774
BBa_K1847015,Q5R1W0,1052,954
BBa_K1847015,Q9U6Y8,2130,663
BBa_K1847015,Q5R1W0,1046,960
BBa_K1847015,O30611,71,771
BBa_K1847016,P33231,7,1653
BBa_K1847016,P0ACL8,1662,774
BBa_K1848006,P03034,57,711
BBa_K1848006,P06808,913,654
BBa_K1848006,P13304,2297,291
BBa_K1848006,P03034,60,708
BBa_K1848006,P00720,1597,492
BBa_K185000,P0C078,1,285
BBa_K185000,P0C078,4,282
BBa_K1850000,P08191,270,900
BBa_K1850001,P08191,1,900
BBa_K1850002,P08191,270,939
BBa_K1850003,P08191,270,957
BBa_K1850004,P08191,270,939
BBa_K1850005,P08191,270,990
BBa_K1850006,P08191,270,957
BBa_K1850007,P08191,270,990
BBa_K1850008,P08191,270,957
BBa_K1850009,P08191,270,957
BBa_K185001,P0A9E0,97,876
BBa_K185001,P0C078,1349,285
BBa_K185001,P0C078,1352,282
BBa_K1850010,P08191,270,984
BBa_K1850011,P08191,270,984
BBa_K1850012,P30130,2052,2634
BBa_K1850012,P08189,4698,528
BBa_K1850012,P08190,5241,501
BBa_K1850012,P04128,155,462
BBa_K1850012,P39264,684,537
BBa_K1850012,P31697,1260,723
BBa_K1850013,P30130,2182,2634
BBa_K1850013,P08189,4828,528
BBa_K1850013,P08190,5371,501
BBa_K1850013,P04128,285,462
BBa_K1850013,P39264,814,537
BBa_K1850013,P31697,1390,723
BBa_K185002,P0A9M0,1,2352
BBa_K185003,P0A9M0,336,2352
BBa_K185003,P0C078,4,282
BBa_K185004,P0C078,1,285
BBa_K185004,P0C078,4,282
BBa_K185005,P0A9E0,1556,876
BBa_K185005,P0C078,2808,285
BBa_K185005,P0C078,2811,282
BBa_K185005,P0C080,1057,237
BBa_K185005,P03034,65,708
BBa_K185006,P03034,62,711
BBa_K185006,P03034,65,708
BBa_K185007,P03023,68,1074
BBa_K185008,Q3YYQ2,1,480
BBa_K185010,P03023,68,1074
BBa_K185011,P03034,62,711
BBa_K185011,P0C080,1059,237
BBa_K185011,P03034,65,708
BBa_K185012,P03023,68,1074
BBa_K185013,Q3YYQ2,1,480
BBa_K185016,P03023,68,1074
BBa_K185017,P03023,68,1074
BBa_K185018,P03034,62,711
BBa_K185018,P0C080,1060,237
BBa_K185018,P03034,65,708
BBa_K185019,P03023,68,1074
BBa_K185028,P0C080,1,237
BBa_K185031,P03023,19,1080
BBa_K185033,P03023,62,1080
BBa_K185034,P03034,62,711
BBa_K185034,P0C080,1057,237
BBa_K185034,P03034,65,708
BBa_K185035,P03034,62,711
BBa_K185035,P03034,65,708
