igemid,unid,bitscore,score,expect,length,qlen,hsplen,plen,int_evalue,pqlen,p_id
BBa_K1916023,Q55445,101,252,1.02E-21,161,1296,1000,0.37,21,0.372685185,36.025
BBa_K1919000,P04142,124,311,1.59E-38,63,195,63,1,38,0.969230769,100
BBa_K1919233,B3EY95,1039,2687,0,505,1521,505,1,180,0.996055227,99.604
BBa_K192000,B1L7S2,531,1368,0,265,802,265,1,180,0.99127182,100
BBa_K192001,P42212,446,1146,2.53E-159,238,858,238,1,159,0.832167832,96.639
BBa_K192100,P07773,350,897,6.74E-120,293,936,311,0.94,120,0.939102564,58.703
BBa_K1921000,A0A0K8P6T7,506,1303,0,263,789,290,1,180,1,100
BBa_K1921001,A0A0K8P8E7,1080,2793,0,558,1755,603,0.95,180,0.953846154,100
BBa_K1921002,A0A0K8P6T7,505,1300,0,263,795,290,0.99,180,0.99245283,99.62
BBa_K1921003,A0A0K8P6T7,503,1295,0,263,795,290,0.99,180,0.99245283,99.62
BBa_K1921004,A0A0K8P6T7,504,1297,0,263,795,290,0.99,180,0.99245283,99.62
BBa_K1921008,A0A0K8P6T7,504,1299,0,262,819,290,0.96,180,0.95970696,100
BBa_K1921009,Q03155,983,2541,0,476,1485,1286,0.96,180,0.961616162,100
BBa_K1921011,Q45340,776,2003,0,466,1401,1010,1,180,0.997858672,100
BBa_K1921013,O30611,294,752,2.94E-92,179,537,1148,1,92,1,100
BBa_K1921015,O30611,301,771,3.26E-94,201,684,1148,0.88,94,0.881578947,91.542
BBa_K1921017,P0A910,245,625,4.88E-81,115,435,346,0.79,81,0.793103448,99.13
BBa_K1921018,P0A910,245,625,7.30E-81,115,465,346,0.74,81,0.741935484,99.13
BBa_K1921032,P16933,70.5,171,7.53E-16,81,279,136,0.87,16,0.870967742,44.444
BBa_K1921033,P52754,147,372,5.69E-47,73,255,97,0.86,47,0.858823529,100
BBa_K1922003,P04637,739,1907,0,393,1182,393,1,180,0.997461929,99.237
BBa_K1923001,P0DOC6,2225,5765,0,1389,4305,1389,1,180,0.967944251,100
BBa_K1923002,P23070,657,1694,0,320,1120,320,1,180,0.857142857,100
BBa_K1923005,Q9QNF7,762,1967,0,376,1134,376,1,180,0.994708995,98.936
BBa_K1923007,Q99ZW2,2657,6888,0,1368,5797,1368,1,180,0.707952389,99.854
BBa_K1923007,P42212,461,1185,1.66E-148,238,5797,238,1,148,0.123167155,98.319
BBa_K1923007,P04386,242,617,1.12E-64,147,5797,881,0.17,64,0.076073831,100
BBa_K1923011,Q99ZW2,2657,6888,0,1368,5797,1368,1,180,0.707952389,99.854
BBa_K1923011,P42212,461,1185,1.66E-148,238,5797,238,1,148,0.123167155,98.319
BBa_K1923011,P04386,242,617,1.12E-64,147,5797,881,0.17,64,0.076073831,100
BBa_K1927000,P62594,558,1438,0,286,864,286,1,180,0.993055556,99.301
BBa_K1927001,P05193,673,1737,0,381,1146,381,1,180,0.997382199,95.538
BBa_K1927002,P62594,558,1438,0,286,861,286,1,180,0.996515679,99.301
BBa_K1927003,P62594,558,1438,0,286,1087,286,1,180,0.789328427,99.301
BBa_K1929201,A2RHZ5,101,251,8.68E-25,51,443,437,0.35,25,0.34537246,100
BBa_K1929203,Q00420,143,361,4.23E-41,154,402,383,1.15,41,1.149253731,53.896
BBa_K1929300,P60569,246,627,9.20E-83,153,646,153,1,83,0.710526316,100
BBa_K193200,O16119,114,284,3.60E-33,63,291,112,0.65,33,0.649484536,93.651
BBa_K1932004,Q99152,241,615,1.30E-82,121,432,121,1,82,0.840277778,100
BBa_K193202,P42212,459,1181,4.52E-165,238,797,238,1,165,0.895859473,98.739
BBa_K193203,P42212,464,1194,1.65E-165,238,1058,238,1,165,0.674858223,98.739
BBa_K193203,O16119,118,296,1.02E-31,63,1058,112,0.56,31,0.178638941,93.651
BBa_K1933001,O30611,405,1041,1.33E-131,257,978,1148,0.79,131,0.788343558,90.272
BBa_K1933002,P01764,171,432,4.55E-53,101,780,117,0.86,53,0.388461538,82.178
BBa_K1933011,O30611,405,1041,1.28E-131,257,975,1148,0.79,131,0.790769231,90.272
BBa_K1934070,P22629,255,652,9.74E-88,127,381,183,1,88,1,100
BBa_K1934080,P38058,210,534,2.62E-63,98,297,1848,0.99,63,0.98989899,100
BBa_K1934090,P38058,117,294,5.48E-31,97,294,1848,0.99,31,0.989795918,60.825
BBa_K1935001,P03305,53.5,127,1.88E-09,31,132,2332,0.7,9,0.704545455,77.419
BBa_K1935003,Q01371,1884,4880,0,1189,3555,1167,1.02,180,1.003375527,95.627
BBa_K1935005,P78714,763,1971,0,424,1820,530,0.8,180,0.698901099,99.764
BBa_K193600,P43311,100,250,4.98E-21,289,1830,607,0.48,21,0.473770492,29.066
BBa_K1938000,Q47CW6,1883,4877,0,927,2784,927,1,180,0.998922414,100
BBa_K1938001,Q47CW7,695,1793,0,333,1006,333,1,180,0.99304175,100
BBa_K1938002,Q47CW8,491,1264,2.69E-178,236,711,236,1,178,0.995780591,100
BBa_K1938003,Q47CW9,459,1181,6.08E-166,224,675,224,1,166,0.995555556,100
BBa_K1938004,Q47CX0,546,1407,0,282,849,282,1,180,0.996466431,100
BBa_K1938005,A5VQC9,255,651,4.93E-82,331,972,344,1.02,82,1.021604938,43.505
BBa_K1938006,P24038,256,654,3.06E-82,189,1487,201,0.94,82,0.38130464,68.254
BBa_K1938006,P83170,217,553,1.34E-66,262,1487,240,1.09,66,0.528581036,44.275
BBa_K194000,P20438,268,686,3.15E-87,178,537,545,0.99,87,0.994413408,100
BBa_K194001,P42212,486,1250,4.65E-176,236,713,238,0.99,176,0.992987377,98.729
BBa_K194002,P42212,496,1277,3.95E-177,238,1257,238,1,177,0.568019093,99.16
BBa_K194002,P20438,273,697,3.70E-85,182,1257,545,0.43,85,0.434367542,98.352
BBa_K1941000,P03630,221,564,1.79E-74,127,495,127,1,74,0.76969697,89.764
BBa_K1942002,P17047,731,1888,0,427,1296,415,1.03,180,0.988425926,91.335
BBa_K1943012,P42212,441,1133,3.83E-158,238,717,238,1,158,0.9958159,94.538
BBa_K1943026,Q9QX29,1883,4878,0,975,2929,975,1,180,0.998634346,99.795
BBa_K1945004,P00573,368,945,3.17E-122,179,543,883,0.99,122,0.988950276,100
BBa_K1945005,P00573,1451,3757,0,704,2121,883,1,180,0.995756719,100
BBa_K1945014,P00573,368,945,3.17E-122,179,543,883,0.99,122,0.988950276,100
BBa_K1946000,O31449,63.9,154,2.24E-10,94,942,275,0.34,10,0.299363057,37.234
BBa_K1946005,P06519,1122,2902,0,566,1701,566,1,180,0.998236332,100
BBa_K1946007,Q99ZW2,2660,6896,0,1368,4107,1368,1,180,0.99926954,99.854
BBa_K1947003,P38507,106,264,1.06E-27,65,204,508,0.96,27,0.955882353,86.154
BBa_K1949020,Q47156,197,502,1.46E-66,97,297,97,1,66,0.97979798,100
BBa_K1949030,Q47157,276,705,2.30E-96,132,402,132,1,96,0.985074627,100
BBa_K1949050,O28325,148,374,2.49E-38,479,1476,453,1.06,38,0.973577236,27.349
BBa_K1950001,P75806,361,926,5.96E-128,198,597,198,1,128,0.994974874,100
BBa_K1950002,P0A926,476,1224,1.76E-171,254,765,254,1,171,0.996078431,100
BBa_K1950003,P45568,825,2131,0,398,1197,398,1,180,0.997493734,100
BBa_K1950004,Q3YXK0,442,1138,1.10E-159,217,654,217,1,159,0.995412844,99.539
BBa_K1950005,P77735,669,1726,0,324,975,324,1,180,0.996923077,100
BBa_K1950006,P45568,826,2133,0,398,1866,398,1,180,0.639871383,100
BBa_K195100,P01730,852,2202,0,458,1377,458,1,180,0.997821351,100
BBa_K195105,P51681,619,1597,0,352,1059,352,1,180,0.997167139,100
BBa_K195200,P06756,1954,5062,0,1021,3039,1048,1.01,180,1.007897335,96.278
BBa_K1952013,Q8VNN2,121,303,5.16E-32,79,342,1029,0.69,32,0.692982456,78.481
BBa_K195205,Q5R764,644,1662,0,351,1098,365,0.96,180,0.959016393,100
BBa_K195300,P13266,826,2133,0,419,5230,419,1,180,0.240344168,99.761
BBa_K195300,Q47400,801,2070,0,391,5230,391,1,180,0.224282983,100
BBa_K195300,Q0P8T1,344,882,1.30E-105,336,5230,334,1.01,105,0.192734226,51.488
BBa_K1953001,P0AFZ9,908,2347,0,483,1464,483,1,180,0.989754098,100
BBa_K195304,B6ZCF1,262,670,5.85E-82,178,2028,243,0.73,82,0.263313609,68.539
BBa_K195400,A0A075B6I4,192,488,2.96E-61,99,840,117,0.85,61,0.353571429,93.939
BBa_K195400,A0A0B4J2H0,176,446,6.75E-55,98,840,117,0.84,55,0.35,86.735
BBa_K1954000,O68586,130,327,7.41E-41,63,192,63,1,41,0.984375,100
BBa_K1954006,P0A6C5,909,2348,0,443,1502,443,1,180,0.88482024,99.549
BBa_K1954008,P11667,380,976,9.78E-134,211,889,211,1,134,0.712035996,99.526
BBa_K195401,P0A910,245,626,9.62E-77,126,1304,346,0.36,77,0.289877301,95.238
BBa_K195401,A0A075B6I4,192,488,3.08E-59,99,1304,117,0.85,59,0.227760736,93.939
BBa_K195410,P09790,572,1475,0,324,1257,1532,0.77,180,0.77326969,97.84
BBa_K1955000,P03454,1144,2958,0,565,1715,565,1,180,0.988338192,99.469
BBa_K1955004,P01012,317,811,2.23E-167,252,2113,386,0.65,167,0.35778514,75.397
BBa_K1957002,Q46508,60.5,145,1.76E-10,58,374,585,0.47,10,0.465240642,44.828
BBa_K1957003,Q46508,60.5,145,1.76E-10,58,374,585,0.47,10,0.465240642,44.828
BBa_K1957004,P07598,312,800,5.15E-102,388,1266,421,0.92,102,0.91943128,48.454
BBa_K1957005,P31884,479,1233,3.45E-169,351,1156,354,0.99,169,0.910899654,65.242
BBa_K1957006,P31875,182,463,1.27E-56,226,695,230,0.98,56,0.975539568,42.92
BBa_K1957007,P31883,747,1929,0,569,1771,576,0.99,180,0.963862225,60.984
BBa_K1957008,P31883,745,1923,0,568,1771,576,0.99,180,0.962168267,60.915
BBa_K1957009,P07598,313,801,6.58E-98,388,2291,421,0.92,98,0.508075076,48.454
BBa_K1958000,P19931,270,689,5.71E-94,132,399,132,1,94,0.992481203,100
BBa_K1958001,Q83RW9,705,1820,0,372,1119,372,1,180,0.997319035,99.731
BBa_K1958002,P0ACD9,1244,3220,0,597,1794,597,1,180,0.998327759,100
BBa_K1958003,P0AAM1,483,1243,4.38E-175,235,708,235,1,175,0.995762712,100
BBa_K1958004,P19930,350,898,7.63E-124,195,588,195,1,124,0.994897959,100
BBa_K1958006,P19932,550,1416,0,285,858,285,1,180,0.996503497,100
BBa_K1958007,P45277,122,306,2.37E-35,110,438,135,0.81,35,0.753424658,50.909
BBa_K1959000,P49085,840,2170,0,410,1233,410,1,180,0.99756691,99.268
BBa_K1959001,P21685,1001,2587,0,492,1650,492,1,180,0.894545455,100
BBa_K1959002,Q9SPK6,480,1236,1.11E-170,293,1053,322,0.91,170,0.834757835,100
BBa_K1959002,P00869,90.9,224,1.59E-20,58,1053,180,0.32,20,0.165242165,100
BBa_K1959003,Q39982,331,848,3.93E-111,291,1158,320,0.91,111,0.75388601,58.076
BBa_K1959003,P00869,90.9,224,2.31E-20,58,1158,180,0.32,20,0.150259067,100
BBa_K1960103,Q52078,787,2032,0,399,1200,399,1,180,0.9975,100
BBa_K1961000,Q16696,975,2520,0,473,1485,494,0.96,180,0.955555556,100
BBa_K1961001,Q3YWB4,736,1899,0,357,1074,357,1,180,0.997206704,100
BBa_K1961002,Q32CV6,493,1270,6.70E-179,242,729,242,1,179,0.995884774,100
BBa_K1961003,Q3Z4S7,381,978,8.01E-136,201,606,201,1,136,0.995049505,100
BBa_K1961007,P05177,978,2527,0,516,1569,515,1,180,0.986615679,99.806
BBa_K1962000,P06716,1201,3106,0,626,1881,626,1,180,0.998405104,100
BBa_K1962001,P08701,226,576,1.69E-77,111,333,111,1,77,1,100
BBa_K1962002,P06716,881,2276,0,449,1380,626,0.98,180,0.976086957,100
BBa_K1962003,P06716,875,2262,0,449,1863,626,0.72,180,0.723027375,100
BBa_K1962004,P02984,174,442,9.62E-58,85,255,85,1,58,1,100
BBa_K1962005,P13479,181,458,3.54E-60,86,258,86,1,60,1,100
BBa_K1962006,P09883,470,1210,4.99E-161,313,1386,582,0.68,161,0.677489177,100
BBa_K1962007,P09883,471,1213,5.22E-159,313,1884,582,0.54,159,0.498407643,100
BBa_K1962008,P09883,468,1205,7.24E-158,313,1869,582,0.54,158,0.502407705,100
BBa_K1962009,Q48413,195,495,5.29E-65,113,339,113,1,65,1,90.265
BBa_K1962017,P09962,62,149,2.78E-11,70,728,108,0.65,11,0.288461538,44.286
BBa_K1962017,Q6QGP7,58.9,141,8.60E-10,117,728,137,0.85,10,0.482142857,29.06
BBa_K1963000,Q3YUH1,210,535,1.97E-71,102,306,102,1,71,1,100
BBa_K1963001,A8G8U9,156,394,5.27E-50,102,306,102,1,50,1,97.059
BBa_K1963005,P0AFH8,394,1011,4.76E-139,201,909,201,1,139,0.663366337,100
BBa_K1963005,Q3YUH1,218,555,3.52E-71,102,909,102,1,71,0.336633663,100
BBa_K1963006,P0AFH8,393,1010,6.69E-139,201,909,201,1,139,0.663366337,100
BBa_K1963006,A8G8U9,163,412,1.28E-49,102,909,102,1,49,0.336633663,97.059
BBa_K1964000,Q9X4N0,268,684,5.14E-93,136,411,136,1,93,0.99270073,100
BBa_K1964001,I1RL06,1505,3897,0,1403,4377,1489,0.96,180,0.961617546,53.956
BBa_K1964003,P16640,327,839,1.32E-101,394,2910,422,0.93,101,0.406185567,46.193
BBa_K1964003,Q59723,233,593,8.17E-67,407,2910,406,1,67,0.419587629,35.135
BBa_K1965000,P0C0S3,477,1227,9.71E-171,286,888,286,1,171,0.966216216,100
BBa_K1965001,Q9TUN9,1457,3771,0,758,3213,759,1,180,0.707749767,99.868
BBa_K1965002,Q9TUN9,1457,3771,0,758,3213,759,1,180,0.707749767,99.868
BBa_K1965004,P0A3G1,134,336,7.22E-42,72,237,72,1,42,0.911392405,98.611
BBa_K1965005,P08659,97.4,241,1.47E-23,48,354,550,0.41,23,0.406779661,100
BBa_K1965006,P08659,978,2528,0,488,1644,550,0.89,180,0.890510949,99.59
BBa_K1965007,Q96524,1037,2682,0,494,3054,612,0.81,180,0.485265226,100
BBa_K1965007,P08659,982,2539,0,490,3054,550,0.89,180,0.481335953,99.592
BBa_K1965008,Q8GY61,296,758,2.16E-99,169,780,335,0.65,99,0.65,97.633
BBa_K1965008,P08659,97.8,242,6.13E-22,48,780,550,0.18,22,0.184615385,100
BBa_K1965009,P04517,494,1273,8.63E-160,248,789,3054,0.94,160,0.942965779,98.387
BBa_K1965010,P08659,1068,2762,0,552,1779,550,1,180,0.930860034,97.101
BBa_K1965011,P08659,98.2,243,6.43E-24,48,354,550,0.41,24,0.406779661,100
BBa_K1965012,P08659,98.2,243,6.31E-24,48,354,550,0.41,24,0.406779661,100
BBa_K1965013,P08659,98.6,244,5.13E-24,48,354,550,0.41,24,0.406779661,100
BBa_K1965014,P08659,978,2529,0,488,1623,550,0.9,180,0.902033272,99.59
BBa_K1965015,P0DP35,292,747,6.68E-101,147,696,149,0.99,101,0.63362069,98.639
BBa_K1965016,P04517,254,650,1.17E-77,124,510,3054,0.73,77,0.729411765,97.581
BBa_K1965017,P0DP35,292,747,6.68E-101,147,696,149,0.99,101,0.63362069,98.639
BBa_K1965018,P0DP35,291,745,1.70E-100,147,696,149,0.99,100,0.63362069,97.959
BBa_K1965019,Q96524,1031,2667,0,494,1929,612,0.81,180,0.768273717,100
BBa_K1965019,P04517,256,655,7.86E-72,124,1929,3054,0.19,72,0.192846034,97.581
BBa_K1965020,Q8GY61,295,755,5.90E-98,169,960,335,0.53,98,0.528125,97.633
BBa_K1965020,P04517,231,588,6.65E-67,116,960,3054,0.36,67,0.3625,99.138
BBa_K1965021,P08659,977,2525,0,488,1800,550,0.89,180,0.813333333,99.59
BBa_K1965022,P08659,978,2527,0,488,1800,550,0.89,180,0.813333333,99.59
BBa_K1965023,P08659,875,2261,0,437,1648,550,0.8,180,0.795509709,99.771
BBa_K1965024,P04517,463,1192,8.13E-149,237,807,3054,0.88,149,0.881040892,98.734
BBa_K1965025,P13529,519,1337,1.07E-168,243,735,3141,0.99,168,0.991836735,100
BBa_K1965026,P17766,254,649,2.06E-76,114,714,3125,0.48,76,0.478991597,100
BBa_K1965026,P62943,219,558,1.24E-72,104,714,108,0.96,72,0.43697479,100
BBa_K1965027,P13529,246,627,8.60E-74,115,651,3141,0.53,74,0.529953917,100
BBa_K1965027,P42345,199,505,1.78E-57,91,651,2549,0.42,57,0.419354839,98.901
BBa_K1965028,Q8ISF8,370,950,1.08E-129,226,831,231,0.98,129,0.815884477,76.106
BBa_K1965029,Q8ISF8,371,953,1.54E-129,226,942,231,0.98,129,0.719745223,76.106
BBa_K1965030,Q8ISF8,372,954,2.42E-129,226,1014,231,0.98,129,0.668639053,76.106
BBa_K1965032,P21231,261,668,6.96E-79,122,741,3066,0.49,79,0.493927126,100
BBa_K1965032,P62943,216,549,5.14E-71,102,741,108,0.94,71,0.412955466,100
BBa_K1965033,Q90069,250,638,4.57E-75,115,681,3066,0.51,75,0.50660793,100
BBa_K1965033,P42345,200,509,8.80E-58,106,681,2549,0.47,58,0.466960352,87.736
BBa_K1965034,P08659,639,1648,0,314,2329,550,0.57,180,0.404465436,99.363
BBa_K1965035,P62943,226,577,2.23E-75,108,735,108,1,75,0.440816327,100
BBa_K1965036,P42346,204,520,2.74E-59,108,681,2549,0.48,59,0.475770925,87.963
BBa_K1965036,P04517,149,375,6.74E-40,108,681,3054,0.48,40,0.475770925,60.185
BBa_K1965037,P08659,640,1650,0,315,2325,550,0.57,180,0.406451613,99.048
BBa_K1965038,P62943,215,547,5.39E-71,102,711,108,0.94,71,0.430379747,100
BBa_K1965038,P04517,231,589,2.44E-68,118,711,3054,0.5,68,0.497890295,99.153
BBa_K1965039,P04517,255,651,5.17E-77,118,651,3054,0.54,77,0.543778802,100
BBa_K1965039,P42346,203,516,5.82E-59,93,651,2549,0.43,59,0.428571429,98.925
BBa_K1965040,Q90069,516,1330,1.02E-167,243,762,3066,0.96,167,0.956692913,100
BBa_K1965041,P04517,287,735,8.89E-88,242,756,3054,0.96,88,0.96031746,54.132
BBa_K1965042,P08659,639,1648,0,312,2325,550,0.57,180,0.402580645,100
BBa_K1965043,Q96524,1031,2667,0,494,1950,612,0.81,180,0.76,100
BBa_K1965043,P17766,273,699,1.44E-77,125,1950,3125,0.19,77,0.192307692,100
BBa_K1965044,Q8GY61,294,752,1.40E-97,169,945,335,0.54,97,0.536507937,97.041
BBa_K1965044,P17767,269,688,1.96E-80,120,945,3140,0.38,80,0.380952381,100
BBa_K1965045,P08659,96.7,239,2.05E-23,48,342,550,0.42,23,0.421052632,100
BBa_K1965046,P08659,983,2540,0,490,1641,550,0.9,180,0.895795247,99.592
BBa_K1965047,P08659,97.8,242,4.40E-23,48,477,550,0.3,23,0.301886792,100
BBa_K1965048,P08659,983,2541,0,490,1788,550,0.89,180,0.822147651,99.592
BBa_K1965049,P08659,99.4,246,4.00E-24,50,381,550,0.39,24,0.393700787,98
BBa_K1965050,P08659,100,248,1.89E-24,50,381,550,0.39,24,0.393700787,98
BBa_K1965051,P08659,981,2537,0,490,1671,550,0.89,180,0.879712747,99.592
BBa_K1966000,P21395,759,1960,0,369,2322,369,1,180,0.476744186,100
BBa_K1966000,P21394,720,1858,0,350,2322,350,1,180,0.452196382,100
BBa_K1966001,P39849,711,1834,0,366,1248,366,1,180,0.879807692,100
BBa_K1966003,P21395,759,1960,0,369,3578,369,1,180,0.309390721,100
BBa_K1966003,P21394,720,1858,0,350,3578,350,1,180,0.293460034,100
BBa_K1966003,P39849,711,1834,0,366,3578,366,1,180,0.306875349,100
BBa_K1967020,Q9RS64,371,952,1.31E-131,190,629,207,0.92,131,0.906200318,100
BBa_K1967021,Q9RZN1,392,1007,8.26E-139,211,735,241,0.88,139,0.86122449,100
BBa_K1968024,P03023,732,1889,0,360,1088,360,1,180,0.992647059,100
BBa_K1969001,P07550,832,2148,0,413,1242,413,1,180,0.997584541,99.516
BBa_K1969002,P07550,832,2148,0,413,1260,413,1,180,0.983333333,99.516
BBa_K1969006,P10823,898,2321,0,444,1350,449,0.99,180,0.986666667,100
BBa_K197001,P29805,91.7,226,1.60E-19,265,834,1045,0.95,19,0.95323741,29.057
BBa_K197003,P29805,82.4,202,2.15E-16,277,828,1045,1,16,1.003623188,25.993
BBa_K197004,Q7DDJ2,77,188,5.44E-17,74,243,591,0.91,17,0.913580247,51.351
BBa_K197005,A0A0H2VCA1,62.4,150,6.59E-12,65,243,1778,0.8,12,0.802469136,53.846
BBa_K197006,Q8ZL64,80.1,196,3.89E-18,81,246,1461,0.99,18,0.987804878,56.79
BBa_K197007,Q8ZL64,80.5,197,2.68E-18,79,243,1461,0.98,18,0.975308642,46.835
BBa_K197008,A0A0H2VCA1,181,460,1.61E-53,88,270,1778,0.98,53,0.977777778,100
BBa_K197009,Q7BSW5,925,2390,0,450,1353,1300,1,180,0.997782705,99.778
BBa_K197010,P77199,710,1833,0,409,1230,968,1,180,0.997560976,93.888
BBa_K197011,Q47692,1071,2769,0,523,1575,1377,1,180,0.996190476,99.426
BBa_K197012,Q7BCK4,948,2451,0,476,1431,1102,1,180,0.997903564,99.79
BBa_K197013,Q9JMS3,616,1588,0,290,873,1371,1,180,0.996563574,99.655
BBa_K197014,Q9JMS3,635,1639,0,475,1425,1371,1,180,1,66.105
BBa_K197015,P0A920,200,509,1.64E-65,98,477,171,0.62,65,0.616352201,95.918
BBa_K197016,P76045,455,1170,4.91E-162,222,864,301,0.77,162,0.770833333,98.649
BBa_K197017,P76045,465,1196,5.45E-166,228,864,301,0.79,166,0.791666667,97.807
BBa_K197019,P01695,172,436,1.70E-53,110,837,109,1.01,53,0.394265233,80.909
BBa_K197019,P01826,157,396,2.54E-47,109,837,116,0.94,47,0.390681004,77.982
BBa_K197021,P03069,52,123,4.64E-09,32,111,281,0.86,9,0.864864865,81.25
BBa_K197022,P03069,53.5,127,1.15E-09,32,111,281,0.86,9,0.864864865,84.375
BBa_K197026,P06620,139,349,1.88E-38,99,297,1200,1,38,1,95.96
BBa_K197027,P09983,174,441,3.01E-50,109,405,1023,0.81,50,0.807407407,97.248
BBa_K197028,O88093,433,1114,2.51E-142,224,672,1377,1,142,1,97.768
BBa_K197030,P42212,457,1177,1.21E-164,237,750,238,1,164,0.948,98.734
BBa_K1972000,P54995,900,2327,0,453,1383,453,1,180,0.982646421,100
BBa_K1972001,P54997,694,1792,0,365,1117,365,1,180,0.980304387,100
BBa_K1972002,P54998,801,2069,0,417,1274,417,1,180,0.981946625,99.52
BBa_K1972003,P54994,88.6,218,5.17E-21,157,599,176,0.89,21,0.786310518,37.58
BBa_K1972004,P54995,900,2327,0,453,1383,453,1,180,0.982646421,100
BBa_K1972005,P54997,694,1791,0,365,1170,365,1,180,0.935897436,100
BBa_K1972006,P54998,803,2074,0,417,1272,417,1,180,0.983490566,99.76
BBa_K1972007,P54995,899,2322,0,452,4537,453,1,180,0.298875909,100
BBa_K1972007,P54998,800,2066,0,417,4537,417,1,180,0.275732863,99.52
BBa_K1972007,P54997,694,1791,0,365,4537,365,1,180,0.241348909,100
BBa_K1972008,P54997,694,1791,0,365,1307,365,1,180,0.83779648,100
BBa_K1972009,P54995,899,2322,0,452,5859,453,1,180,0.231438812,100
BBa_K1972009,P54998,800,2066,0,417,5859,417,1,180,0.213517665,99.52
BBa_K1972009,P03023,729,1883,0,360,5859,360,1,180,0.184331797,99.722
BBa_K1972009,P54997,694,1791,0,365,5859,365,1,180,0.186891961,100
BBa_K1972013,P54995,901,2329,0,453,6052,453,1,180,0.224553866,100
BBa_K1972013,P54998,802,2072,0,417,6052,417,1,180,0.206708526,99.76
BBa_K1972013,P03023,729,1883,0,360,6052,360,1,180,0.178453404,99.722
BBa_K1972013,P54997,694,1791,0,365,6052,365,1,180,0.180931923,100
BBa_K1973002,P07859,664,1713,0,321,987,321,1,180,0.975683891,99.688
BBa_K1973003,P10183,580,1496,0,280,1710,300,0.93,180,0.49122807,100
BBa_K1973004,P10183,580,1496,0,280,1836,300,0.93,180,0.45751634,100
BBa_K1973004,P37646,525,1353,0,255,1836,255,1,180,0.416666667,100
BBa_K1973007,P10183,580,1496,0,280,1822,300,0.93,180,0.461031833,100
BBa_K1973008,P10183,580,1496,0,280,1948,300,0.93,180,0.431211499,100
BBa_K1973008,P37646,525,1353,0,255,1948,255,1,180,0.392710472,100
BBa_K1973011,B8GZM2,623,1607,0,335,2432,454,0.74,180,0.413240132,98.507
BBa_K1973011,P10183,580,1496,0,280,2432,300,0.93,180,0.345394737,100
BBa_K1973016,B8GZM2,623,1607,0,335,1385,454,0.74,180,0.725631769,98.507
BBa_K1973017,P07859,664,1713,0,321,2146,321,1,180,0.448741845,99.688
BBa_K1973017,P10183,580,1496,0,280,2146,300,0.93,180,0.391425909,100
BBa_K1973018,B8GZM2,623,1607,0,335,2544,454,0.74,180,0.39504717,98.507
BBa_K1973018,P10183,580,1496,0,280,2544,300,0.93,180,0.330188679,100
BBa_K1973020,P07859,664,1713,0,321,2034,321,1,180,0.473451327,99.688
BBa_K1973020,P10183,580,1496,0,280,2034,300,0.93,180,0.412979351,100
BBa_K1973026,Q51389,466,1198,1.28E-166,279,861,279,1,166,0.972125436,100
BBa_K1973034,P37646,525,1353,0,255,789,255,1,180,0.969581749,100
BBa_K1973036,Q7ANN5,152,383,6.68E-40,403,1398,439,0.92,40,0.864806867,29.529
BBa_K1973037,Q48468,743,1918,0,396,1212,396,1,180,0.98019802,100
BBa_K1975000,P26494,971,2509,0,559,1680,559,1,180,0.998214286,83.005
BBa_K1975001,F1CYZ5,430,1105,6.04E-145,519,1575,524,0.99,145,0.988571429,49.904
BBa_K1975002,P14611,732,1889,0,393,1182,393,1,180,0.997461929,100
BBa_K1975003,P14697,503,1296,0,246,738,246,1,180,1,100
BBa_K1975005,Q9U6Y6,301,771,2.80E-103,228,705,229,1,103,0.970212766,60.965
BBa_K1975006,Q9U6Y8,437,1124,2.93E-157,225,687,225,1,157,0.982532751,100
BBa_K1976005,P42212,489,1260,2.38E-177,238,753,238,1,177,0.948207171,98.739
BBa_K1976020,Q57834,607,1566,0,306,921,306,1,180,0.996742671,98.693
BBa_K1976026,P04482,173,438,3.73E-57,86,261,86,1,57,0.988505747,98.837
BBa_K1976027,P04482,177,449,7.56E-59,86,261,86,1,59,0.988505747,100
BBa_K1976048,P04419,270,690,3.11E-88,131,401,581,0.98,88,0.980049875,100
BBa_K1976049,P04419,281,718,2.85E-92,137,416,581,0.99,92,0.987980769,100
BBa_K1977000,P0CL04,437,1125,1.01E-154,295,967,295,1,154,0.915201655,76.949
BBa_K1977001,B2G9H5,716,1848,0,420,1392,421,1,180,0.905172414,78.333
BBa_K1977002,B2G9H2,827,2135,0,419,1415,431,0.97,180,0.888339223,94.988
BBa_K1977003,B8GZX1,271,694,5.33E-89,294,1016,290,1.01,89,0.868110236,52.721
BBa_K1979000,P0AEB2,834,2155,0,402,1209,403,1,180,0.99751861,100
BBa_K1979001,A0A024SH76,87,214,3.71E-21,40,147,471,0.82,21,0.816326531,100
BBa_K1980000,Q8X947,66.2,160,4.08E-12,32,474,516,0.2,12,0.202531646,93.75
BBa_K1980001,P42212,437,1125,3.36E-154,234,1203,238,0.98,154,0.583541147,94.872
BBa_K1980002,P9WK09,109,273,6.82E-33,53,183,53,1,33,0.868852459,100
BBa_K1980003,P42212,434,1117,1.40E-154,234,912,238,0.98,154,0.769736842,94.872
BBa_K1980003,P9WK09,112,281,1.01E-30,52,912,53,0.98,30,0.171052632,100
